name,house_resources,sales_count,activity_rate,property_rate,education_rate,plate_rate,search_rate,raise_rate1,raise_rate2,house_count,struct_type,green_rate,volume_rate,admin_money,property_type,build_area,build_count,water,warm,electric,gas,safe,clean,elevator,park,communicate,bus,subway,kindergarten,school,university,mall,hospital,postoffice,bank,else,innersupport,rate_score
凯旋门,0.0,0.0,2.5,7.5,5.0,7.5,7.17,0.951,1.03,809户,塔楼,5.58,2.70,3.80元/平米·月,住宅,158892平方米,10栋,市供水,自供暖,国家电网,杭州天燃气,小区保安,保洁人员,1,912个停车位,移动、联通,0.0,0.0,1.0,3.0,1.0,0,3.0,1.0,1.0,1.0,2.0,133.21
天都城天星苑,0.0,1.0,0.0,0.0,0.0,0.0,5.074,1.54,1.022,1011户,板楼,6.4,2.00,1.30元/平米·月,住宅,10000平方米,9栋,杭州余杭水务有限公司,自供暖,余杭供电局,管道天然气,电子监控,卫生费、垃圾费,1,地面停车位500个,移动宽带等、按套餐收费,5.0,0.0,2.0,3.0,1.0,0,2.0,1.0,1.0,1.0,1.0,133.204
新安嘉苑,5.0,17.0,5.0,7.5,7.5,10.0,6.162,1.174,0.993,728户,板塔结合,5.4,1.50,0.80元/平米·月,住宅,112000平方米,11栋,杭州市水业集团有限公司,无,国家电网,管道燃气 罐装燃气,监控、保安,卫生费、垃圾费,1,地面停车位约500个,移动、联通、电信等,4.0,1.0,1.0,1.0,1.0,0,1.0,1.0,2.0,1.0,2.0,133.197
富润里,0.0,0.0,2.5,7.5,7.5,7.5,8.088,1.153,1.037,139户,板楼,4.0,1.22,0.80元/平米·月,住宅,0,3栋,杭州市水业集团有限公司,自供暖,国家电网,管道燃气、罐装煤气,值班保安,垃圾清运,0,0,移动、联通、电信等,5.0,0.0,1.0,2.0,1.0,0,1.0,1.0,2.0,1.0,1.0,133.173
浙工大教师宿舍,0.0,0.0,5.0,10.0,5.0,7.5,2.968,2.742,0.818,588户,板楼,2.0,0,0,住宅,0,13栋,市政供水,自供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,0,地面停车位,电信、移动、联通等设备,3.0,0.0,1.0,2.0,1.0,0,1.0,1.0,2.0,1.0,1.0,133.158
育才东苑,10.0,9.0,2.5,5.0,7.5,10.0,7.252,1.327,1.035,1396户,板楼,7.0,1.80,0.50元/平米·月,住宅,129600平方米,52栋,自来水,自供暖,一户一表,管道煤气,单元门锁,卫生费、垃圾费,1,地面停车位约800个,移动、联通、电信等,3.0,1.0,1.0,2.0,1.0,0,1.0,1.0,1.0,1.0,1.0,133.047
新明半岛雨径轩,0.0,0.0,5.0,7.5,5.0,10.0,5.368,1.497,1.04,242户,板楼,7.56,1.41,1.50元/平米·月,住宅,1100000平方米,5栋,市政供水,自供暖,杭州电力局,管道燃气,电子监控,卫生费、垃圾费,1,停车位配比是1,电信、移动、联通等设备,1.0,0.0,1.0,3.0,1.0,0,1.0,1.0,1.0,2.0,1.0,132.998
清河家园,0.0,0.0,2.5,2.5,5.0,10.0,3.286,1.288,0.986,588户,板楼,2.0,1.50,0.40元/平米·月,住宅,26000平方米,8栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,电子监控,卫生费、垃圾费,0,地面车位100,移动、联通、电信等,6.0,0.0,2.0,2.0,1.0,0,1.0,1.0,1.0,2.0,1.0,132.956
鸣翠蓝湾别墅,0.0,0.0,2.5,5.0,5.0,7.5,0.0,1.317,1.049,0,联排,6.0,1.75,1.50元/平米·月,别墅,0,0,0,0,0,0,0,0,0,车位配比是1,0,4.0,0.0,1.0,3.0,1.0,0,1.0,1.0,1.0,1.0,3.0,132.905
青云街小区,0.0,0.0,0.0,0.0,0.0,0.0,6.798,1.83,0.984,191户,板楼,4.0,0,0.50元/平米·月,住宅,0,5栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气,单元门锁,卫生费、垃圾费,0,地面停车位,移动、联通、电信等,1.0,1.0,1.0,4.0,1.0,0,2.0,1.0,2.0,2.0,1.0,132.858
柳营花园,0.0,0.0,5.0,7.5,5.0,10.0,9.76,1.233,1.083,588户,板楼,6.0,2.90,0.60元/平米·月,住宅,38000平方米,12栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道煤气,电子监控、小区保安,卫生费、垃圾费,1,325个车位,移动、联通、电信等,0.0,0.0,1.0,2.0,1.0,0,2.0,2.0,3.0,1.0,1.0,132.835
华立永通逸城别墅,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.145,1.089,150户,联排,8.0,1.05,2.00元/平米·月,别墅,300000平方米,34栋,0,0,0,0,0,0,0,车位配比1,0,1.0,0.0,2.0,3.0,2.0,0,1.0,1.0,2.0,1.0,1.0,132.785
美都新村,4.0,17.0,2.5,7.5,7.5,10.0,5.192,1.374,1.021,296户,塔楼,7.0,2.20,0.60元/平米·月,住宅,0,11栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气,单元门锁,0,0,地下停车位,移动、联通、电信等,0.0,0.0,2.0,2.0,1.0,0,2.0,1.0,2.0,1.0,1.0,132.747
上塘路531号院,8.0,9.0,2.5,5.0,5.0,10.0,7.986,2.181,0.695,85户,板楼,3.0,0,0,住宅,0,3栋,市供水,自供暖,市政供电,管道燃气、罐装煤气,值班保安,垃圾清运,0,有地面停车位,移动、联通、电信等,5.0,0.0,2.0,1.0,1.0,0,1.0,1.0,2.0,1.0,1.0,132.721
杭钢南苑,1.0,1.0,5.0,5.0,10.0,10.0,1.568,1.24,0.951,2620户,板楼,4.4,1.00,0.90元/平米·月,住宅,65000平方米,57栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,值班保安,卫生费、垃圾费,0,地面停车位,移动宽带等,4.0,0.0,2.0,2.0,1.0,0,1.0,1.0,1.0,1.0,1.0,132.633
绿地华家池印,0.0,0.0,5.0,5.0,5.0,10.0,0.0,0.952,1.005,574户,板楼,6.0,3.20,5.00元/,住宅,400000平方米,6栋,0,0,0,0,0,0,0,1285个停车位,0,4.0,0.0,5.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,132.595
体育场路87号,0.0,0.0,5.0,7.5,7.5,10.0,6.124,1.925,1.054,112户,板楼,9.4,0,0,住宅,0,1栋,民用水,无,杭州电力局,罐装煤气,电子监控,0,0,0,移动、联通、电信等,0.0,0.0,2.0,1.0,2.0,0,2.0,1.0,1.0,1.0,1.0,132.584
百合公寓,0.0,0.0,5.0,7.5,7.5,10.0,0.0,1.631,0.951,68户,板楼,6.0,2.20,1.20元/平米·月,住宅,9510平方米,1栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,1,0,电信局,3.0,0.0,2.0,2.0,1.0,0,1.0,1.0,1.0,1.0,1.0,132.575
万科金色城品,17.0,13.0,5.0,7.5,5.0,10.0,0.0,1.206,0.866,0,板楼,4.0,3.80,8.00元/平米·月,住宅,18552平方米,0,市供水,自供暖,市政供电,管道燃气,小区保安,物业卫生服务,1,地下停车库,移动、联通、电信等,0.0,0.0,2.0,4.0,1.0,0,1.0,2.0,1.0,1.0,1.0,132.55
金棕榈花园,0.0,0.0,2.5,5.0,5.0,10.0,0.0,0.956,1.031,733户,板塔结合,7.0,1.60,1.50元/平米·月,住宅,100000平方米,39栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道煤气,社区警务 门卫,复兴社区卫生所,1,360个停车位,宽带入户,2.0,0.0,2.0,2.0,2.0,0,1.0,1.0,1.0,1.0,6.0,132.525
大关路268号,7.0,3.0,5.0,5.0,7.5,10.0,7.474,2.83,1.016,61户,板楼,2.0,0,0,住宅,0,2栋,杭州水业集团,自供暖,国家电网,管道燃气、罐装煤气,小区保安执勤点,50元/月卫生费,0,地面停车位,中国移动、中国联通、中国电信,0.0,0.0,1.0,2.0,2.0,0,1.0,1.0,2.0,2.0,1.0,132.514
三塘苑,0.0,0.0,2.5,2.5,5.0,10.0,6.682,1.156,1.217,0,板楼,7.0,2.50,0.50元/平米·月,住宅,355000平方米,0,市政供水,空调,民用,管道煤气,电子监控,卫生费、垃圾费,1,车位比,智能化布线入户,7.0,0.0,1.0,1.0,1.0,0,1.0,1.0,2.0,2.0,1.0,132.497
月桂花园别墅,1.0,0.0,2.5,7.5,7.5,10.0,2.298,0.982,0.925,0,暂无资料,13.0,0.42,1.50元/平米·月,别墅,0,0,0,0,0,0,0,0,0,大约有300个停车位,0,5.0,0.0,1.0,2.0,1.0,0,1.0,1.0,1.0,1.0,1.0,132.493
德信早城,0.0,0.0,2.5,5.0,5.0,7.5,6.254,1.053,1.044,1231户,塔楼,6.0,2.80,1.90元/平米·月,住宅,124000平方米,10栋,生活用水1.85元/吨、商铺用水3.60元/吨、小,自供暖,民用电开通峰谷电是峰电0.568元/度、谷电是,管道式天然气,一卡通管理、智能信报箱、紧急呼救按钮、周边防范系统、闭路电视监控、彩色可视对讲、电子巡更管理,楼道、户外都有保洁打扫卫生,1,共1587个车位,中国电信、中国移动、华数,0.0,1.0,1.0,2.0,1.0,0,2.0,1.0,1.0,5.0,3.0,132.444
天阳凤起,0.0,0.0,5.0,5.0,7.5,10.0,9.724,0.946,1.25,295户,塔楼,6.0,2.50,4.00元/,住宅,54228平方米,6栋,市政供水,无,市政供电,天然气,电子监控,保洁人员,1,车位361个,宽带入户,2.0,1.0,0.0,0.0,0.0,0,2.0,1.0,7.0,3.0,1.0,132.434
文天公寓,9.0,27.0,0.0,0.0,0.0,0.0,6.438,1.019,1.012,282户,塔楼,5.6,4.50,1.70元/平米·月,住宅,0,3栋,自来水,自供暖,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,1,150个停车位,电信、移动、联通等设备,1.0,1.0,3.0,2.0,1.0,0,2.0,1.0,4.0,1.0,3.0,132.408
西瑞大厦,1.0,0.0,0.0,0.0,0.0,0.0,7.42,1.931,0.977,260户,塔楼,5.0,3.50,0,住宅,23824平方米,1栋,杭州市水业集团有限公司,自供暖,国家电网,无,24小时保安,物业卫生服务,1,0,电信、移动、联通等设备,0.0,0.0,1.0,4.0,1.0,0,4.0,1.0,1.0,2.0,0.0,132.385
罗兰香谷,21.0,21.0,5.0,7.5,5.0,10.0,7.57,1.203,1.085,2048户,塔楼,6.0,2.40,2.75元/,住宅,270000平方米,27栋,0,0,0,0,0,0,0,地下车位1532个,0,0.0,0.0,1.0,4.0,0.0,0,1.0,0.0,1.0,1.0,1.0,132.375
打铁弄,0.0,0.0,5.0,7.5,7.5,10.0,1.568,2.733,1.031,155户,板楼,6.0,1.80,0,住宅,0,25栋,市供水,自供暖,市政供电,管道燃气、罐装煤气,小区保安,垃圾清运,0,0,电信、移动、联通等设备,4.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,132.363
皇朝城市花园,0.0,0.0,2.5,5.0,7.5,10.0,0.0,1.119,0.944,42户,板塔结合,6.0,34.00,0.60元/平米·月,住宅,12000平方米,1栋,自来水,自供暖,一户一表,管道煤气,电子监控,卫生费、垃圾费,1,286个停车位,智能化布线入户,5.0,0.0,1.0,3.0,1.0,0,1.0,1.0,1.0,1.0,1.0,132.35
新塘家园西区,11.0,6.0,2.5,5.0,5.0,10.0,7.022,1.077,1.064,262户,板楼,5.0,2.50,0,住宅,0,5栋,杭州市水业集团有限公司,自供暖,国家电网,罐装煤气,小区保安,垃圾清运,1,0,移动、联通,0.0,0.0,2.0,4.0,1.0,0,1.0,1.0,1.0,1.0,0.0,132.252
天邑国际,8.0,1.0,2.5,5.0,7.5,10.0,6.002,1.45,0.849,545户,板塔结合,5.0,3.20,3.00元/平米·月,住宅,67668平方米,3栋,市政供水,自供暖,杭州市电力局,无燃气,小区安保,0,1,机动车341个,移动、联通、电信等,0.0,0.0,2.0,2.0,1.0,0,1.0,1.0,2.0,1.0,5.0,132.237
保俶路小区,0.0,0.0,2.5,2.5,5.0,10.0,3.662,1.284,1.072,645户,板楼,2.6,1.20,1.00元/平米·月,住宅,6523平方米,13栋,自来水,无,杭州电力局,管道燃气,电子监控,卫生费、垃圾费,0,大约有123个车位,电信、移动、联通等设备,6.0,1.0,1.0,2.0,1.0,0,1.0,1.0,1.0,1.0,1.0,132.182
城隍牌楼,31.0,4.0,0.0,0.0,0.0,0.0,0.0,1.191,0.951,256户,板楼,7.0,2.90,0.50元/平米·月,住宅,112000平方米,7栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,地上停车位,移动、联通、电信等,4.0,1.0,2.0,3.0,1.0,0,2.0,1.0,2.0,2.0,1.0,132.175
城市心境,13.0,18.0,5.0,7.5,7.5,10.0,5.402,1.123,1.368,665户,塔楼,6.0,2.60,0.80元/平米·月,住宅,100000平方米,11栋,杭州市水业集团有限公司,自供暖,国家电网,管道天然气,电子监控,卫生费、垃圾费,1,300个停车位,移动、联通、电信等,1.0,0.0,1.0,1.0,1.0,0,2.0,2.0,2.0,3.0,2.0,132.152
万塘路小区,3.0,0.0,5.0,5.0,5.0,10.0,5.034,2.065,1.156,0,板楼,7.0,1.70,0.60元/平米·月,住宅,0,0,自来水,自供暖,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,0,停车位较多,电信、移动、联通等设备,2.0,0.0,1.0,1.0,2.0,0,1.0,1.0,5.0,1.0,1.0,132.024
窑山花园,0.0,0.0,5.0,7.5,5.0,7.5,10.0,1.747,1.023,960户,板楼,7.2,1.43,0.30元/平米·月,住宅,19281平方米,39栋,市供水,自供暖,国家电网,管道煤气,电子监控,卫生费、垃圾费,1,130个车位,智能化布线入户,1.0,0.0,1.0,2.0,1.0,0,2.0,1.0,1.0,1.0,1.0,132.015
泊林印象,1.0,0.0,2.5,5.0,5.0,10.0,4.704,1.023,0.954,1567户,塔楼,6.0,2.36,1.75元/平米·月,住宅,260000平方米,22栋,市政供水,无,市政供电,天然气,电子监控、安保人员,专职保洁人员,1,1400个,宽带入户,0.0,0.0,2.0,2.0,1.0,0,2.0,1.0,4.0,3.0,1.0,131.744
金榈湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.257,1.078,1186户,板塔结合,5.0,1.64,1.20元/平米·月,住宅,140000平方米,36栋,0,自供暖,0,燃气,0,0,0,排屋车位1,移动网络覆盖,0.0,0.0,3.0,4.0,1.0,0,2.0,1.0,2.0,4.0,1.0,131.74
华盛达阅城,0.0,0.0,5.0,5.0,5.0,7.5,0.0,0.896,0.951,1574户,板塔结合,6.0,2.20,2.15元/平米·月,住宅,180000平方米,15栋,市供水,自供暖,市供电,天然气,监控、保安,0,1,1000多个,电信、移动、联通等设备,0.0,0.0,1.0,4.0,0.0,0,3.0,1.0,2.0,0.0,1.0,131.725
广利普金家园,0.0,0.0,2.5,2.5,7.5,10.0,5.554,1.118,0.965,712户,板楼,10.0,11.40,1.20元/平米·月,住宅,61000平方米,10栋,变频供水,自供暖,20A,管道煤气,电子监控,卫生费、垃圾费,1,地面停车位,智能化布线入户,4.0,0.0,1.0,1.0,1.0,0,2.0,1.0,2.0,1.0,3.0,131.709
昆仑大厦,0.0,0.0,2.5,5.0,5.0,10.0,0.0,1.586,1.023,72户,板楼,7.0,2.00,1.00元/平米·月,住宅,0,1栋,市政供水,空调,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,0,地面停车位,移动、联通、电信等,5.0,0.0,2.0,1.0,1.0,0,2.0,1.0,1.0,1.0,1.0,131.705
田园公寓,32.0,17.0,5.0,7.5,10.0,10.0,2.298,1.232,0.898,861户,板楼,8.0,3.00,0.50元/平米·月,住宅,28000平方米,23栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道然气、2.4元/立方,值班保安,垃圾清运,1,地下停车库,宽带入户,5.0,0.0,1.0,1.0,1.0,0,2.0,1.0,1.0,1.0,1.0,131.588
融信澜天,14.0,12.0,5.0,10.0,5.0,7.5,0.0,1.194,1.003,866户,板塔结合,6.0,2.50,2.75元/,住宅,248791平方米,30栋,0,0,0,0,0,0,0,机动车位总共1761个,0,2.0,0.0,2.0,2.0,0.0,0,3.0,0.0,2.0,0.0,0.0,131.485
大关南三苑,0.0,0.0,0.0,0.0,0.0,0.0,8.136,0.996,1.224,482户,板楼,6.0,1.70,0.50元/平米·月,住宅,18874平方米,11栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气,单元门锁,卫生费、垃圾费,1,地面停车位,移动、联通、电信等,4.0,0.0,2.0,2.0,2.0,0,1.0,1.0,1.0,1.0,7.0,131.456
广瑞瑞成,0.0,0.0,5.0,5.0,5.0,10.0,0.0,1.259,1.189,0,双拼,9.0,1.20,1.80元/平米·月,别墅,300000平方米,0,0,0,0,0,0,0,0,地上1500个,0,0.0,0.0,2.0,2.0,3.0,0,2.0,1.0,4.0,0.0,0.0,131.425
金沙国际公寓,0.0,0.0,5.0,7.5,5.0,7.5,10.0,1.234,1.065,1户,塔楼,5.0,4.70,2.50元/平方米·月,住宅,152629平方米,3栋,市政供水,自供暖,市政供电,管道燃气,电子监控,垃圾清运,1,机动车停车位共882个,移动网络入户,0.0,0.0,1.0,1.0,0.0,0,3.0,1.0,6.0,2.0,0.0,131.315
云溪香山,0.0,0.0,5.0,10.0,7.5,7.5,0.0,1.191,0.953,1606户,板楼,7.0,1.80,1.20元/平米·月,住宅,260000平方米,37栋,杭州市水业集团有限公司,自供暖,国家电网,管道煤气,电子监控,卫生费、垃圾费,1,地下车位约有960个,移动、联通、电信等,0.0,0.0,1.0,2.0,2.0,0,4.0,1.0,1.0,1.0,1.0,131.205
银河小区,3.0,6.0,5.0,5.0,7.5,10.0,7.59,1.277,1.08,1466户,板塔结合,12.0,1.20,1.60元/平米·月,住宅,0,61栋,市政供水,自供暖,一户一表,天燃气,单元门锁,卫生费、垃圾费,0,450个,移动、联通、电信等,3.0,0.0,1.0,1.0,1.0,0,2.0,1.0,1.0,1.0,1.0,131.06
三江花园,0.0,0.0,5.0,5.0,7.5,7.5,0.0,1.083,0.943,3930户,板塔结合,7.040000000000001,1.59,0.80元/平米·月,住宅,190000平方米,56栋,杭州市水业集团有限公司,南方无供暖,国家电网,管道燃气,电子监空、高级防盗门,保洁人员,1,地上100个车位,宽带入户,3.0,0.0,3.0,2.0,1.0,0,1.0,1.0,1.0,1.0,1.0,131.015
察院前巷,0.0,0.0,2.5,2.5,5.0,10.0,5.434,1.459,1.132,117户,板楼,6.0,2.00,0.50元/平米·月,住宅,0,9栋,市政供水,无供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,0,地面停车位,电信、移动、联通等设备,0.0,0.0,1.0,3.0,1.0,0,2.0,1.0,2.0,2.0,1.0,131.004
新兴路小区,19.0,1.0,5.0,5.0,7.5,7.5,0.0,1.059,1.094,0,板楼,0.0,0,0,住宅,0,0,市供水,自供暖,市供电,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,0,移动、联通、电信等,0.0,0.0,4.0,2.0,1.0,0,3.0,1.0,1.0,0.0,0.0,131.0
广宇水岸雅苑,0.0,0.0,2.5,5.0,7.5,7.5,0.0,1.508,0.956,426户,板塔结合,7.0,1.70,0.50元/平米·月,住宅,112000平方米,9栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气,值班保安,垃圾清运,1,500个车位,移动、联通、电信等,3.0,1.0,2.0,1.0,1.0,0,2.0,1.0,1.0,2.0,1.0,130.92
名港城,0.0,0.0,5.0,7.5,5.0,10.0,0.0,1.157,1.25,1054户,板楼,7.0,0,0,住宅,220000平方米,27栋,市供水,自供暖,市政供电,管道燃气,小区保安,卫生费、垃圾费,1,0,移动、联通、电信等,0.0,0.0,2.0,2.0,1.0,0,1.0,1.0,1.0,1.0,5.0,130.82
同方国际广场,11.0,1.0,2.5,7.5,5.0,10.0,6.162,0.943,1.015,667户,板塔结合,3.0,8.20,4.00元/平米·月,住宅,40000平方米,1栋,市政供水,VRV中央空调,国家电网,杭州天燃气,小区保安,0,1,216个,移动、联通,0.0,0.0,1.0,3.0,1.0,0,2.0,1.0,2.0,1.0,3.0,130.817
明意公寓,0.0,0.0,5.0,5.0,10.0,7.5,7.252,1.497,1.062,232户,板楼,3.0,2.00,0,住宅,330000平方米,13栋,市政供水,自供暖,市政供电,管道燃气,小区保安,垃圾清运,0,0,电信、移动、联通等,0.0,0.0,1.0,3.0,1.0,0,1.0,1.0,1.0,4.0,1.0,130.652
青芝坞,0.0,0.0,5.0,10.0,5.0,7.5,7.216,1.002,0.99,309户,板楼,4.0,1.30,0,住宅,0,133栋,杭州市水业集团有限公司,自供暖,国家电网,管道燃气、罐装煤气,值班保安,垃圾清运,0,路面停车位较拥挤,移动、联通、电信等,1.0,0.0,2.0,2.0,1.0,0,2.0,2.0,1.0,1.0,1.0,130.586
贾家弄新村,0.0,0.0,2.5,5.0,5.0,10.0,4.412,0.963,1.055,918户,板楼,6.0,2.60,0.50元/平米·月,住宅,44000平方米,18栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气、2.4元/立方,单元门锁、24小时门卫,卫生费、垃圾费,0,地下停车库,移动宽带入户、按套餐收费,4.0,0.0,1.0,3.0,1.0,0,1.0,1.0,1.0,1.0,1.0,130.367
兴耀鑫都汇公寓,0.0,0.0,5.0,5.0,5.0,7.5,7.768,1.209,0.999,627户,塔楼,7.0,4.00,3.80元/平米·月,住宅,101340平方米,1栋,杭州市水业集团有限公司,自供暖,国家电网,0,小区安保,物业卫生服务,1,总停车位数量 约600个,移动、联通、电信等,0.0,0.0,2.0,2.0,1.0,0,1.0,1.0,5.0,1.0,1.0,130.343
华江宿舍,5.0,1.0,2.5,2.5,5.0,10.0,4.854,1.264,0.985,0,板楼,6.0,0,0,住宅,0,0,杭州市水业集团有限公司,自供暖,国家电网,管道燃气、罐装煤气,小区保安,垃圾清运,0,0,电信、移动、联通等设备,9.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,130.269
郡枫绿园,0.0,0.0,5.0,5.0,5.0,7.5,9.732,1.213,0.992,34户,塔楼,0.0,2.00,0,住宅,26264平方米,1栋,市供水,0,市政供电,0,电子监控,0,0,0,移动、联通、电信等,0.0,0.0,2.0,3.0,1.0,0,2.0,1.0,1.0,1.0,1.0,130.242
静安花园,14.0,0.0,5.0,2.5,7.5,10.0,7.42,1.288,0.993,428户,板楼,6.0,3.20,1.00元/平米·月,住宅,46000平方米,10栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气,电子监控、高级防盗门,卫生费、垃圾费,1,车位配比,宽带入户,0.0,0.0,2.0,2.0,2.0,0,2.0,1.0,1.0,2.0,1.0,130.195
体委宿舍,0.0,0.0,5.0,7.5,5.0,10.0,0.0,1.543,1.081,90户,板楼,3.0,0,0,住宅,0,1栋,市政供水,无供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,1,地面停车位,电信、移动、联通等设备,8.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,130.145
水沟巷,1.0,1.0,2.5,5.0,5.0,10.0,2.298,1.003,0.844,141户,板楼,4.6,2.60,0.50元/平米·月,住宅,8000平方米,2栋,杭州市水业集团有限公司,无供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,地面清扫,0,120个,移动、联通、电信等,0.0,0.0,2.0,4.0,1.0,0,1.0,1.0,1.0,3.0,1.0,130.088
华门世家,0.0,0.0,5.0,5.0,5.0,10.0,0.0,1.354,0.965,258户,板楼,6.0,2.20,1.00元/平米·月,住宅,36500平方米,3栋,杭州市水业集团有限公司,空调,杭州市电力局,管道天然气,单元门锁,卫生费、垃圾费,1,地上171个停车位,移动、联通、电信等,1.0,0.0,1.0,3.0,3.0,0,1.0,1.0,4.0,1.0,1.0,130.015
大成名座,0.0,0.0,2.5,7.5,10.0,7.5,0.0,1.699,0.829,761户,塔楼,7.08,1.79,1.90元/平米·月,住宅,160000平方米,3栋,市政供水,自供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,0,地下车位926个,电信、移动、联通等设备,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,7.0,2.0,2.0,130.005
锦湖家园,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.192,1.004,854户,塔楼,5.0,2.60,0.50元/平米·月,住宅,130000平方米,24栋,市政供水,自供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,1,约700个停车位,电信、移动、联通等设备,2.0,1.0,1.0,2.0,1.0,0,2.0,1.0,2.0,2.0,1.0,129.98
西城美墅,10.0,0.0,5.0,5.0,5.0,10.0,7.666,1.123,0.998,788户,塔楼,6.0,2.20,194.00元/平米·月,住宅,96000平方米,7栋,直接给水方式,自供暖,交流220V,管煤,有专业的保安队伍,物业卫生服务,1,约460个车位,移动、联通、电信等,5.0,0.0,1.0,1.0,1.0,0,1.0,1.0,4.0,1.0,1.0,129.866
新青年广场,0.0,0.0,0.0,0.0,0.0,0.0,4.202,1.021,1.069,1184户,板楼,3.4,3.50,1.80元/平米·月,住宅,70000平方米,3栋,杭州市水业集团有限公司,无,国家电网,管道燃气,电子监控,0,1,500个,宽带入户,10.0,0.0,1.0,3.0,1.0,0,1.0,1.0,1.0,1.0,1.0,129.847
财富壹号,2.0,4.0,0.0,0.0,0.0,0.0,5.496,0.978,0.97,208户,板楼,5.0,3.50,3.00元/平米·月,住宅,23824平方米,1栋,市政供水,自供暖,市供电,0,值班保安,垃圾清运,1,146个停车位,无线wifi高速上网,0.0,0.0,1.0,4.0,1.0,0,4.0,1.0,3.0,2.0,1.0,129.826
大关西五苑,12.0,11.0,0.0,0.0,0.0,0.0,7.678,1.11,1.108,678户,板楼,6.4,2.50,1.50元/平米·月,住宅,22000平方米,7栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气,单元门锁,垃圾清运,1,150个,移动、联通、电信等,6.0,0.0,1.0,2.0,1.0,0,1.0,1.0,1.0,1.0,7.0,129.798
朝晖新城,0.0,0.0,0.0,0.0,0.0,0.0,8.654,1.016,1.265,719户,板楼,8.0,1.00,1.20元/平米·月,住宅,4000平方米,3栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气,电子监控,卫生费、垃圾费,1,地面停车位,有线、宽带、电话,7.0,1.0,1.0,2.0,1.0,0,1.0,1.0,2.0,1.0,1.0,129.789
春风江南府,24.0,72.0,5.0,7.5,5.0,7.5,0.0,2.24,1.023,502户,板楼,6.0,2.60,1.68元/,住宅,110000平方米,8栋,0,0,0,0,0,0,0,共计810个车位,0,0.0,0.0,1.0,3.0,0.0,0,2.0,0.0,0.0,3.0,1.0,129.745
广茵大厦,10.0,0.0,5.0,7.5,5.0,7.5,6.682,1.268,1.092,520户,板楼,6.0,1.20,3.50元/平米·月,住宅,12030平方米,1栋,杭州市水业集团有限公司,中央空调,杭州市电力局,管道天然气,值班保安,垃圾清运,1,160个,移动、联通、电信等,9.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,129.742
北景园兰清苑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.591,1.161,96户,板楼,6.4,2.30,0,住宅,45500平方米,1栋,市政供水,自供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,1,600个车位,电信、移动、联通等设备,9.0,0.0,2.0,1.0,1.0,0,2.0,1.0,2.0,1.0,1.0,129.725
